"Scaffold" "Length" "M36M" "M38F" "STM123F" "STM146M" "HI035F" "HI004M"
"3267" "DPSCF303267" 467 30 14 20 21 11 47
"3268" "DPSCF303268" 467 35 21 5 11 22 31
"3269" "DPSCF303269" 467 16 8 5 3 7 10
"3270" "DPSCF303270" 467 0 4 4 23 13 15
"3271" "DPSCF303271" 467 40 24 14 23 26 15
"3272" "DPSCF303272" 467 1 0 2 3 5 2
"3273" "DPSCF303273" 466 19 6 3 3 10 6
"3274" "DPSCF303274" 466 36 21.5 14.5 23 16 19
"3275" "DPSCF303275" 466 30.5 18 15 20.5 18 31
"3276" "DPSCF303276" 466 31 17 17 9 18 10
"3277" "DPSCF303277" 466 20 16.5 14 15 17 6
"3278" "DPSCF303278" 466 30 16 20 20 16 20
"3279" "DPSCF303279" 466 47 33 27 22 26 33.5
"3280" "DPSCF303280" 465 16 5 10 15 13 12
"3281" "DPSCF303281" 465 31 20 8 6 26 15
"3282" "DPSCF303282" 465 50 25 6 13 32 15
"3283" "DPSCF303283" 465 34 16 11 23 31 24
"3284" "DPSCF303284" 465 41 25 13 19 22 16
"3285" "DPSCF303285" 465 27 6 4 23 15 11
"3286" "DPSCF303286" 465 37 17 7 11 23 7
"3287" "DPSCF303287" 465 45 26 17 23 31 11
"3288" "DPSCF303288" 465 6 5 3 0 3 2
"3289" "DPSCF303289" 465 114 80 43 70 64 135
"3290" "DPSCF303290" 464 40 32 15 19 26.5 10
"3291" "DPSCF303291" 464 0 0 0 0 1 0
"3292" "DPSCF303292" 464 37 31 12 16 35 8
"3293" "DPSCF303293" 464 19.5 18 19 2 17 4
"3294" "DPSCF303294" 464 28 16 8 9.5 16 5
"3295" "DPSCF303295" 463 2 6 7 2 4 5
"3296" "DPSCF303296" 463 0 0 3 2 2 7
"3297" "DPSCF303297" 463 6 1 1 0 0 0
"3298" "DPSCF303298" 463 24 15 6 13 19 14
"3299" "DPSCF303299" 463 35 22 22 13 23 21
"3300" "DPSCF303300" 463 39 25 21 20 35 18
"3301" "DPSCF303301" 463 28 21 25 10 16 11
"3302" "DPSCF303302" 463 16 7 9 13 10 11
"3303" "DPSCF303303" 462 33 22 14 21 21 18
"3304" "DPSCF303304" 462 17.5 9 6 14 8 3
"3305" "DPSCF303305" 462 27 14 12 14 21 14
"3306" "DPSCF303306" 462 42 28 21 20 19 33.5
"3307" "DPSCF303307" 462 42 22 12 12 26 12
"3308" "DPSCF303308" 462 10 7 6 8 15 8
"3309" "DPSCF303309" 462 38 20.5 10 18 26 17
"3310" "DPSCF303310" 461 38 22 35 19 21 33
"3311" "DPSCF303311" 461 43 20 8 13 26 8
"3312" "DPSCF303312" 461 28 14 5 14 15 7
"3313" "DPSCF303313" 460 43 20 12 19 31 24
"3314" "DPSCF303314" 460 39 23 23 17 27 19
"3315" "DPSCF303315" 460 42 23 12 17 15 16
"3316" "DPSCF303316" 460 50 23 20 22 20 41
"3317" "DPSCF303317" 460 19 8 5 10 7 15
"3318" "DPSCF303318" 460 49 25 18 21 29 16
"3319" "DPSCF303319" 460 9 0 1 8 4 2
"3320" "DPSCF303320" 460 21.5 9 8 11 8 12
"3321" "DPSCF303321" 460 37 18 2 14 25 20
"3322" "DPSCF303322" 460 35 24 15 19 19 48
"3323" "DPSCF303323" 459 51 25 11 15 32 11
"3324" "DPSCF303324" 459 18 14 5 11 13 6
"3325" "DPSCF303325" 459 41 15 287 22 15 49
"3326" "DPSCF303326" 459 5 0 4 13 10 12
"3327" "DPSCF303327" 459 52 27 25 17 24 21
"3328" "DPSCF303328" 459 20 17 22 28 20 18
"3329" "DPSCF303329" 459 17 13 9 19 16 22
"3330" "DPSCF303330" 459 38 20 16 20 22 12
"3331" "DPSCF303331" 459 31 23 79 28 21 18
"3332" "DPSCF303332" 458 44 19 27.5 16 25 8
"3333" "DPSCF303333" 458 19 5 3 1 1 1
"3334" "DPSCF303334" 458 10 12 5 10 9 25
"3335" "DPSCF303335" 458 32 7 16 5 20 12
"3336" "DPSCF303336" 458 41 29.5 207.5 31 26 43
"3337" "DPSCF303337" 458 40 21 43 16 24 9
"3338" "DPSCF303338" 458 28 16 13 19 20 15
"3339" "DPSCF303339" 457 23 17 11 18 23 14
"3340" "DPSCF303340" 457 20 16 8 18 14 21
"3341" "DPSCF303341" 457 23 11 9 22 15 18
"3342" "DPSCF303342" 457 30 27 11 19 22 32
"3343" "DPSCF303343" 457 19 8 8 4 5 12
"3344" "DPSCF303344" 457 9 5 2 1 7 6
"3345" "DPSCF303345" 457 16 12 16 10 11 24
"3346" "DPSCF303346" 457 1 2 3 0 0 0
"3347" "DPSCF303347" 456 38 25 12 18 30 14
"3348" "DPSCF303348" 456 43 9 5 21 17 43
"3349" "DPSCF303349" 456 40 23 8 27 20 47.5
"3350" "DPSCF303350" 456 45 27 29 NA 16 15
"3351" "DPSCF303351" 456 38 19 20 24 23 59
"3352" "DPSCF303352" 456 31 16.5 20 22 17 7.5
"3353" "DPSCF303353" 455 2 1 1 5 4 4
"3354" "DPSCF303354" 455 29 12 7 11 14 9
"3355" "DPSCF303355" 455 9 7 4 9 5 16
"3356" "DPSCF303356" 455 39 24 16 15 25 9
"3357" "DPSCF303357" 455 29 13 14 18 16 9
"3358" "DPSCF303358" 455 10 5 5 13 9 3
"3359" "DPSCF303359" 454 0 0 0 7 12 24
"3360" "DPSCF303360" 454 38 19 35 13 16 21
"3361" "DPSCF303361" 454 13 11 4 19 10 9
"3362" "DPSCF303362" 454 14 6 4 10 13 19
"3363" "DPSCF303363" 454 45 22 14 20 29 10
"3364" "DPSCF303364" 454 29 24 20 25 22 65
"3365" "DPSCF303365" 454 44 22 12 19 29 13
"3366" "DPSCF303366" 453 0 0 0 0 0 0
"3367" "DPSCF303367" 453 37 15 6 22 10 2
"3368" "DPSCF303368" 453 1 0 2 0 0 0
"3369" "DPSCF303369" 453 30 18 19 0 6 NA
"3370" "DPSCF303370" 453 43 18 7 22 15 19
"3371" "DPSCF303371" 453 42 24 15 26 24 17
"3372" "DPSCF303372" 453 34 29 32 21 26 43
"3373" "DPSCF303373" 453 50 29 12 23 28 17
"3374" "DPSCF303374" 453 9 15 6 6 7 14
"3375" "DPSCF303375" 452 35 22 7 24 21 14
"3376" "DPSCF303376" 452 2 1 0 0 0 0
"3377" "DPSCF303377" 452 8 4 11 3 2 6
"3378" "DPSCF303378" 452 21 10 17 17 20 12
"3379" "DPSCF303379" 452 15 5 6 19 4 14
"3380" "DPSCF303380" 452 13 8 5 9 0 8
"3381" "DPSCF303381" 452 22 25 10 15 16.5 14
"3382" "DPSCF303382" 452 1 79 17 4 0 0
"3383" "DPSCF303383" 451 37 17 5 12 13 16
"3384" "DPSCF303384" 451 36 27 24 23 28 28
"3385" "DPSCF303385" 451 3 1 5 10 0 8
"3386" "DPSCF303386" 451 44 24 12 20 24 11
"3387" "DPSCF303387" 451 46 25 19 10 22 15
"3388" "DPSCF303388" 451 7 10 5 16 0 1
"3389" "DPSCF303389" 451 35 20 14 14 12 7
"3390" "DPSCF303390" 451 40 21 20 21 23 23
"3391" "DPSCF303391" 451 45 13 9 10 32 56
"3392" "DPSCF303392" 451 28 14 10 13 9 15
"3393" "DPSCF303393" 451 21 9 9 14 14 10
"3394" "DPSCF303394" 451 48 15 7 12 10 12
"3395" "DPSCF303395" 451 43 19 15 20 21 37
"3396" "DPSCF303396" 450 11 12 1 3 6 4.5
"3397" "DPSCF303397" 450 15 14 3 12 11 5.5
"3398" "DPSCF303398" 450 0 0 0 0 1 0
"3399" "DPSCF303399" 450 8 11 5 3.5 10 15
"3400" "DPSCF303400" 449 12 5 2 1 5 3
"3401" "DPSCF303401" 449 0 0 0 0 0 NA
"3402" "DPSCF303402" 449 25 8 27 32 45 48
"3403" "DPSCF303403" 449 14 9 6 9 4 5
"3404" "DPSCF303404" 449 1 1 1 2 1 3
"3405" "DPSCF303405" 449 38 19 16 21 26 8
"3406" "DPSCF303406" 449 24 15 17 17 14 14
"3407" "DPSCF303407" 449 33 15 14 19 13 16
"3408" "DPSCF303408" 449 36 25 34 21 20 45
"3409" "DPSCF303409" 449 96 76 26 65 47 57
"3410" "DPSCF303410" 449 32 19 11 18 21 6
"3411" "DPSCF303411" 449 42 18 26 16 20 6
"3412" "DPSCF303412" 449 22 15 10 22 20 15
"3413" "DPSCF303413" 449 4 3 4 2 7 1
"3414" "DPSCF303414" 448 29 13 6 16 18 10
"3415" "DPSCF303415" 448 1 1 3 1 0 0
"3416" "DPSCF303416" 448 21 0 13 22 0 0
"3417" "DPSCF303417" 448 37 27 16 23 24 18
"3418" "DPSCF303418" 448 36 17 11 13 24 18
"3419" "DPSCF303419" 447 21 12 11 11 7 12
"3420" "DPSCF303420" 447 13 9 4 6 10 5
"3421" "DPSCF303421" 447 23 15 18 19 16 37
"3422" "DPSCF303422" 447 24 14 22 11 13 8
"3423" "DPSCF303423" 447 14 9 10 19 10 16
"3424" "DPSCF303424" 447 46 28 49 26 24 24
"3425" "DPSCF303425" 446 8 9 2 1 4 2
"3426" "DPSCF303426" 446 48 23 24 19 32 16
"3427" "DPSCF303427" 446 213.5 194.5 205.5 175.5 167.5 190
"3428" "DPSCF303428" 446 28 16 18 19 11 17
"3429" "DPSCF303429" 446 4 4 5 2 8 0
"3430" "DPSCF303430" 446 46 27 19 24 26 14
"3431" "DPSCF303431" 446 38 29 15 28 28 41
"3432" "DPSCF303432" 446 41 21 15 21 26 12
"3433" "DPSCF303433" 445 7 5 7 10 6 17
"3434" "DPSCF303434" 445 38 23 10 15 31 16
"3435" "DPSCF303435" 445 35 21 12 18 20 23
"3436" "DPSCF303436" 445 24 9 8 3 6 9
"3437" "DPSCF303437" 445 37 19 11 17 24 13
"3438" "DPSCF303438" 445 32 25 15 21 23 14
"3439" "DPSCF303439" 445 15 16 8 5 2 0
"3440" "DPSCF303440" 444 30 19 14 13 20 27
"3441" "DPSCF303441" 444 0 0 0 1 0 1
"3442" "DPSCF303442" 444 16 8 6 12 14 8
"3443" "DPSCF303443" 444 31 23 18 34 19 44
"3444" "DPSCF303444" 444 11 10 6 0 0 0
"3445" "DPSCF303445" 444 7 4 4 8 1 5
"3446" "DPSCF303446" 444 5 15 3 2 8 0
"3447" "DPSCF303447" 444 44 27 19.5 19 27 23
"3448" "DPSCF303448" 444 35 24 12 17 21 22
"3449" "DPSCF303449" 443 38 19 10 20 25 15
"3450" "DPSCF303450" 443 43 23 11 17 33 17
"3451" "DPSCF303451" 443 40 22 14 25 18 58
"3452" "DPSCF303452" 443 39 31 15 24 23 26
"3453" "DPSCF303453" 443 50 29 11 18 18 13
"3454" "DPSCF303454" 442 8 4 1 6 6 6
"3455" "DPSCF303455" 442 25 22 3 24 8 12
"3456" "DPSCF303456" 442 47 30 5 8 26 22
"3457" "DPSCF303457" 442 46 24 17 15 20 13
"3458" "DPSCF303458" 442 17 11 12 13 26 15
"3459" "DPSCF303459" 442 13 5 9.5 3 9 0
"3460" "DPSCF303460" 442 41 26 16 22 32 16
"3461" "DPSCF303461" 442 41 26 15 20 26 18
"3462" "DPSCF303462" 441 28 25 20 15 18 14
"3463" "DPSCF303463" 441 28 21 7 11 27 27
"3464" "DPSCF303464" 441 42 30 17 31 28 23
"3465" "DPSCF303465" 441 9 1 1 6 4 0
"3466" "DPSCF303466" 441 42 26 22 7 32 18
"3467" "DPSCF303467" 441 17 5 9 17 11 28
"3468" "DPSCF303468" 441 35 30 12 15 32 6
"3469" "DPSCF303469" 441 40 26 12 18 30 47
"3470" "DPSCF303470" 441 0 0 14 0 5 0
"3471" "DPSCF303471" 440 43 14 11 22 15 35
"3472" "DPSCF303472" 440 0 0 0 1 NA 3
"3473" "DPSCF303473" 440 36 26 9 17 23 14
"3474" "DPSCF303474" 440 1 1 11 10 23 8
"3475" "DPSCF303475" 440 44 25 7 17 28 12
"3476" "DPSCF303476" 440 11 8 3 1 4 0
"3477" "DPSCF303477" 440 0 0 0 0 2 0
"3478" "DPSCF303478" 440 0 0 3 0 0 2
"3479" "DPSCF303479" 440 21 20 10 13 19 16
"3480" "DPSCF303480" 440 0 0 0 0 NA 0
"3481" "DPSCF303481" 439 84 24 20 30 15 13
"3482" "DPSCF303482" 439 40 21 13 15 18 16
"3483" "DPSCF303483" 439 42 27 16 27 23 4
"3484" "DPSCF303484" 439 NA 0 3 NA 2 10
"3485" "DPSCF303485" 439 39 17 27 11 15 30
"3486" "DPSCF303486" 439 3 3 27 3 9 8
"3487" "DPSCF303487" 439 38 24 24 33 25 46
"3488" "DPSCF303488" 439 11 10 12 8 6 6
"3489" "DPSCF303489" 439 20 20 9 15 17 20
"3490" "DPSCF303490" 439 33 11 10 12 16 7
"3491" "DPSCF303491" 439 22 28 11 14 18 16
"3492" "DPSCF303492" 438 39 6 7 11 24 13
"3493" "DPSCF303493" 438 29 32 16 16 17 15
"3494" "DPSCF303494" 438 25 16 7 17 13 37
"3495" "DPSCF303495" 438 479.5 325 193 299 289.5 313
"3496" "DPSCF303496" 438 38 21 9 16 24 8
"3497" "DPSCF303497" 438 48 28 16 13 24 30
"3498" "DPSCF303498" 437 12 13 10 15 3 15
"3499" "DPSCF303499" 437 NA 1 NA 6 NA 13
"3500" "DPSCF303500" 437 39 26 10 17 22 6
"3501" "DPSCF303501" 437 21 8 6 13 15 18
"3502" "DPSCF303502" 437 27 19 17 17 18 21
"3503" "DPSCF303503" 437 36 16 8 15 24 4
"3504" "DPSCF303504" 437 28 23 9 8 16 20
"3505" "DPSCF303505" 437 3 2 3 0 1 0
"3506" "DPSCF303506" 437 126 42 71 46 37 57
"3507" "DPSCF303507" 437 0 0 0 NA 0 0
"3508" "DPSCF303508" 437 46 16 18 22 16 36
"3509" "DPSCF303509" 436 32 12 2 11 14 17
"3510" "DPSCF303510" 436 46 25 23 28 19 23
"3511" "DPSCF303511" 436 40 26 7 18 28 54
"3512" "DPSCF303512" 436 36 23 19 13 32 28
"3513" "DPSCF303513" 436 44 26 15 23.5 27 17
"3514" "DPSCF303514" 436 18 14.5 3 12 19 8.5
"3515" "DPSCF303515" 436 35.5 21 31 7 19 14
"3516" "DPSCF303516" 436 26 10.5 4.5 24 19 5
"3517" "DPSCF303517" 435 0 1 1 0 2 2
"3518" "DPSCF303518" 435 27 13 16 10 16 12
"3519" "DPSCF303519" 435 17 8 3 7 15 8
"3520" "DPSCF303520" 435 30 17 24 18 16 28
"3521" "DPSCF303521" 435 41 31 1 26 21 32
"3522" "DPSCF303522" 435 10 5 1 2 7 0
"3523" "DPSCF303523" 435 41 18 7 13 20 10
"3524" "DPSCF303524" 435 17 8 6 14 6 12
"3525" "DPSCF303525" 435 45 23 11 18 18 11
"3526" "DPSCF303526" 435 39 22 8 13 28 14
"3527" "DPSCF303527" 434 38.5 26 15 20 34 9
"3528" "DPSCF303528" 434 9 5 4 8 11 8
"3529" "DPSCF303529" 434 47 29 19 21 32 21
"3530" "DPSCF303530" 434 37 18 10 14 28 17
"3531" "DPSCF303531" 434 41 28 17 23 28.5 40
"3532" "DPSCF303532" 434 25 12 5 10 17.5 14
"3533" "DPSCF303533" 434 13 11 8 20 13 10
"3534" "DPSCF303534" 434 10 6 5 3 5 1
"3535" "DPSCF303535" 434 20 4 24 21 15 71.5
"3536" "DPSCF303536" 434 13 2 4 0 4 0
"3537" "DPSCF303537" 434 15 15 11 16 10 18
"3538" "DPSCF303538" 434 36 25 16 17 21 28
"3539" "DPSCF303539" 434 69 47 41 51 38 58
"3540" "DPSCF303540" 434 37 23 23.5 16 27 11
"3541" "DPSCF303541" 433 34 19 7 14 17 11
"3542" "DPSCF303542" 433 44 25 8 22 20 16
"3543" "DPSCF303543" 433 36 21 15 18 13 22
"3544" "DPSCF303544" 433 39 25 21 23 20 10
"3545" "DPSCF303545" 433 36 25 11 28 23 13
"3546" "DPSCF303546" 433 0 NA 0 0 NA NA
"3547" "DPSCF303547" 433 8 4 5 2 7 0
"3548" "DPSCF303548" 433 36 30 11 19 30 14
"3549" "DPSCF303549" 433 42 21 17 30 21 23
"3550" "DPSCF303550" 432 29 14 8 18 23 9
"3551" "DPSCF303551" 432 33 23 7.5 23 22 23
"3552" "DPSCF303552" 432 31 22 32 25 18 15
"3553" "DPSCF303553" 432 35 20 13 15 26 29
"3554" "DPSCF303554" 432 37 26 121 18 25 17
"3555" "DPSCF303555" 432 42 0 31 27 27 63
"3556" "DPSCF303556" 432 39 26 8 14 22 9
"3557" "DPSCF303557" 432 44 26 12 10 30 19
"3558" "DPSCF303558" 432 36 20 4 19 21 4
"3559" "DPSCF303559" 432 19 12 7 9.5 21 4
"3560" "DPSCF303560" 432 46 21 20 21 26 29
"3561" "DPSCF303561" 432 45 23 17 14 30.5 14
"3562" "DPSCF303562" 432 22 24 12 21 16 15
"3563" "DPSCF303563" 432 44 26 20 16 29 8
"3564" "DPSCF303564" 432 11 5 9 2 0 19.5
"3565" "DPSCF303565" 432 26 15 14 31 21 12
"3566" "DPSCF303566" 431 7 5 0 1 9 5
"3567" "DPSCF303567" 431 25 18 18 26 23 38
"3568" "DPSCF303568" 431 42 15 10 21 27 14
"3569" "DPSCF303569" 431 35 23 9 22 22 23
"3570" "DPSCF303570" 431 19 9 4 16 11 27
"3571" "DPSCF303571" 431 24 16 22 22 15 17
"3572" "DPSCF303572" 430 0 0 0 0 NA 0
"3573" "DPSCF303573" 430 27 21 11 16 21 9.5
"3574" "DPSCF303574" 430 42 23 16 16 28 23
"3575" "DPSCF303575" 430 47 28 33 16 27 24
"3576" "DPSCF303576" 430 6 8 4 6 10 22
"3577" "DPSCF303577" 430 31 14 11.5 15 14 16
"3578" "DPSCF303578" 430 11 4 7 9 3 10
"3579" "DPSCF303579" 429 38 27 12 21 28 56
"3580" "DPSCF303580" 429 46 26 13 17 33 10
"3581" "DPSCF303581" 429 6 6 3 5 2 8
"3582" "DPSCF303582" 429 0 0 24 19 26 33
"3583" "DPSCF303583" 429 34 34 11 25 25 28
"3584" "DPSCF303584" 429 39 28 11 20 21 33
"3585" "DPSCF303585" 429 28 16 11 15 22 14
"3586" "DPSCF303586" 429 35 18 15 19 24 20
"3587" "DPSCF303587" 429 0 0 0 0 0 0
"3588" "DPSCF303588" 429 31 27 33 27 9 15
"3589" "DPSCF303589" 429 41 21 10 24 30 12
"3590" "DPSCF303590" 428 0 0.5 1 0 0 0
"3591" "DPSCF303591" 428 34 22 10 29 21 24
"3592" "DPSCF303592" 428 0 0 3 NA 0 NA
"3593" "DPSCF303593" 428 13 4 8 7 8 22
"3594" "DPSCF303594" 428 23 15 17 19 16 34
"3595" "DPSCF303595" 428 0 1 0 0 2 0
"3596" "DPSCF303596" 428 32 16 29 18 18 24
"3597" "DPSCF303597" 428 0 0 0 0 0 0
"3598" "DPSCF303598" 428 34 20 23 17 22 11
"3599" "DPSCF303599" 428 36.5 3 NA 3 39 8
"3600" "DPSCF303600" 428 2 0 1 4 4 7
"3601" "DPSCF303601" 427 37 17 137 13 16 11
"3602" "DPSCF303602" 427 41 20 11 18 10 37
"3603" "DPSCF303603" 427 0 0 0 0 0 0
"3604" "DPSCF303604" 427 27 14 18 11 9 18
"3605" "DPSCF303605" 427 38 18 16 13 19 9
"3606" "DPSCF303606" 427 36 14 12 15 18 32
"3607" "DPSCF303607" 427 13 14 11 11 14 22
"3608" "DPSCF303608" 427 5 7 8 10 4 17
"3609" "DPSCF303609" 427 40 23 19 24 27 12
"3610" "DPSCF303610" 427 25 19 70 22 11 49
"3611" "DPSCF303611" 427 37 19 14 18 20 22
"3612" "DPSCF303612" 427 36 21 12 19 22 14
"3613" "DPSCF303613" 426 39 23 18.5 19 26 13.5
"3614" "DPSCF303614" 426 36 23 14 18.5 32 9
"3615" "DPSCF303615" 426 12 2 7 10 13 9
"3616" "DPSCF303616" 426 40 21 8 13.5 23 15
"3617" "DPSCF303617" 426 42.5 30 21 15 20 28
"3618" "DPSCF303618" 426 0 0 0 0 5 0
"3619" "DPSCF303619" 426 28 8 6 25.5 10 4
"3620" "DPSCF303620" 426 33 27.5 26 17 22 5
"3621" "DPSCF303621" 426 21 10 18 9 10 33
"3622" "DPSCF303622" 425 44 19 17 17 27 24
"3623" "DPSCF303623" 425 2 0 0 0 0 0
"3624" "DPSCF303624" 425 18 9 9 17 10 24
"3625" "DPSCF303625" 425 41 24 15 26 21 30
"3626" "DPSCF303626" 425 47 26 15 23 27 23
"3627" "DPSCF303627" 425 23 10 1 5 26 3
"3628" "DPSCF303628" 425 45 26 14 13 25 15
"3629" "DPSCF303629" 425 6 5 5 7 12 5
"3630" "DPSCF303630" 425 40 25 19 18 27 9
"3631" "DPSCF303631" 424 42 25 10 20 28 13
"3632" "DPSCF303632" 424 46 25 14 20 21 21
"3633" "DPSCF303633" 424 22 19 13 18 22 9
"3634" "DPSCF303634" 424 14 4 6 0 4 0
"3635" "DPSCF303635" 424 39 30 16 19 26 19
"3636" "DPSCF303636" 424 16 12 14 17 12 16
"3637" "DPSCF303637" 424 31 16 7.5 24 15 18
"3638" "DPSCF303638" 424 25 12 17 5 16 16
"3639" "DPSCF303639" 424 39 20 16 19 24 16
"3640" "DPSCF303640" 424 37 25.5 198 17 19 30
"3641" "DPSCF303641" 423 31 21 12 17 21 10
"3642" "DPSCF303642" 423 38 25 23 27 15 21
"3643" "DPSCF303643" 423 41 22 10 24 13 8
"3644" "DPSCF303644" 423 36 19 6 8 13 9
"3645" "DPSCF303645" 423 15 6 11 10 11 11
"3646" "DPSCF303646" 423 31 21 16 14 23 12
"3647" "DPSCF303647" 423 32 20 29 12 25 28
"3648" "DPSCF303648" 422 0 23 17 21 22 52
"3649" "DPSCF303649" 422 42 28 9 21 32 20
"3650" "DPSCF303650" 422 40 22 17 24 18 17
"3651" "DPSCF303651" 422 46 31 16 21 32 8
"3652" "DPSCF303652" 422 40 23 13 17 20 20
"3653" "DPSCF303653" 422 36 25 12 20.5 22.5 13
"3654" "DPSCF303654" 422 52 24 26 19 24 38
"3655" "DPSCF303655" 422 14 14 2 8 14 5
"3656" "DPSCF303656" 421 0 0 3 2 9 0
"3657" "DPSCF303657" 421 33 21 10 20 28 18
"3658" "DPSCF303658" 421 32 16 14 13 20 19
"3659" "DPSCF303659" 421 42 27 22 22 24 13
"3660" "DPSCF303660" 421 19 8 3 10 5 6
"3661" "DPSCF303661" 421 35 23 8 23 13 35
"3662" "DPSCF303662" 421 51 29 24 19 8 46
"3663" "DPSCF303663" 421 29 17 22 24 16 62
"3664" "DPSCF303664" 421 14 5 4 5 2 3
"3665" "DPSCF303665" 420 2.5 3 1 3 5 1
"3666" "DPSCF303666" 420 15 12 3 11 12 25
"3667" "DPSCF303667" 420 17 12 12 8 8 24
"3668" "DPSCF303668" 420 45 25 9 14 25 15
"3669" "DPSCF303669" 420 37 22 13 23 22 11
"3670" "DPSCF303670" 420 38 22 13 17 21 25
"3671" "DPSCF303671" 420 16 11 7 8 11 2
"3672" "DPSCF303672" 420 35 17 10 20 19 2
"3673" "DPSCF303673" 420 0 0 1 9 4 2
"3674" "DPSCF303674" 420 38 20 17 16 23 25
"3675" "DPSCF303675" 420 47 24 12 21 28 20
"3676" "DPSCF303676" 419 NA 0 11 NA NA 12
"3677" "DPSCF303677" 419 43 24 22 18 28 13
"3678" "DPSCF303678" 419 31 18 19 21 22 6
"3679" "DPSCF303679" 419 39 18 23 20 19 19
"3680" "DPSCF303680" 419 5 4 2 0 0 0
"3681" "DPSCF303681" 419 18 11 4 6 7 10
"3682" "DPSCF303682" 419 0 0 0 0 0 0
"3683" "DPSCF303683" 419 36 23 13 17 34 22
"3684" "DPSCF303684" 419 25 17 7 21 15 15
"3685" "DPSCF303685" 419 31 20 14 18 31 19
"3686" "DPSCF303686" 419 27 11 9 17 17 10
"3687" "DPSCF303687" 419 4 6 4 13 10 35
"3688" "DPSCF303688" 419 17 23 16 18 31 6
"3689" "DPSCF303689" 418 23 10 8 13 10 13
"3690" "DPSCF303690" 418 21 12 4 11 14 5
"3691" "DPSCF303691" 418 36 22 10 16 27 10
"3692" "DPSCF303692" 418 21 11 13 11 22 9
"3693" "DPSCF303693" 418 28 14 12 20 20 19
"3694" "DPSCF303694" 418 48 26 10 19.5 24 16
"3695" "DPSCF303695" 418 4 0 3 0 2 1
"3696" "DPSCF303696" 418 27 22 14 21 16 20
"3697" "DPSCF303697" 418 0 1 2 0 0 0
"3698" "DPSCF303698" 417 35 25 22 20 22 34
"3699" "DPSCF303699" 417 33 18 6 18 18 33
"3700" "DPSCF303700" 417 30 14 7 22 13 54
"3701" "DPSCF303701" 417 19 9 19 18 9 11
"3702" "DPSCF303702" 417 4 2 2 12 1 12
"3703" "DPSCF303703" 417 35 11 4 20 11 17
"3704" "DPSCF303704" 417 39 17 15 20 27 11
"3705" "DPSCF303705" 417 20 8 8 19 14 21
"3706" "DPSCF303706" 417 0 0 0 0 0 0
"3707" "DPSCF303707" 417 41 19 12 17 22 11
"3708" "DPSCF303708" 417 35 19 21 29 18 27
"3709" "DPSCF303709" 416 36 31 57 39 18 80
"3710" "DPSCF303710" 416 21 11 7 17 11 7
"3711" "DPSCF303711" 416 29 14 13 12 18 37
"3712" "DPSCF303712" 416 37 23 15 23 24 21
"3713" "DPSCF303713" 416 13 5 2 11 3 1
"3714" "DPSCF303714" 416 48 23 13 20 25 12
"3715" "DPSCF303715" 416 NA 0 1 4 5 2
"3716" "DPSCF303716" 416 36 22 9 20 29 17
"3717" "DPSCF303717" 416 39 31 20 23 25 13
"3718" "DPSCF303718" 416 75 18 13 45 18 37
"3719" "DPSCF303719" 416 56 25 10 20 27 20
"3720" "DPSCF303720" 416 50 28 35 17 35 32
"3721" "DPSCF303721" 415 33 15 10 19 26 35
"3722" "DPSCF303722" 415 12 9 4 19 5 15
"3723" "DPSCF303723" 415 25 19 10 12 14 13
"3724" "DPSCF303724" 415 0 0 0 0 0 0
"3725" "DPSCF303725" 415 41 21 18 21 30 11
"3726" "DPSCF303726" 415 45 17 13 20 29 11
"3727" "DPSCF303727" 415 38 19 11 19 26 13
"3728" "DPSCF303728" 415 4 1 0 4 0 2
"3729" "DPSCF303729" 415 20 11 8 11 9 15
"3730" "DPSCF303730" 414 33.5 8 5 10 30 5
"3731" "DPSCF303731" 414 16 11 4 15 8 7
"3732" "DPSCF303732" 414 6 1 2 10 11 10
"3733" "DPSCF303733" 414 11 3 1 7 2 7
"3734" "DPSCF303734" 414 9.5 14 0 2 8 7
"3735" "DPSCF303735" 414 35 24 31 25 24 25
"3736" "DPSCF303736" 414 23 13 19.5 18 11 35
"3737" "DPSCF303737" 414 29 17 112 17 16 12
"3738" "DPSCF303738" 414 0 0 0.5 0 0 0
"3739" "DPSCF303739" 414 38 21 15 27 26 29
"3740" "DPSCF303740" 413 41 24 10 13 33 10
"3741" "DPSCF303741" 413 575 300 211 223 371 501
"3742" "DPSCF303742" 413 13 10 18 3 7 7
"3743" "DPSCF303743" 413 40 28 17 33 25 11
"3744" "DPSCF303744" 413 21 10 4 7 13 13
"3745" "DPSCF303745" 413 32 23 8 21 24 11
"3746" "DPSCF303746" 413 33 12 5 9 14 7
"3747" "DPSCF303747" 413 6 6 0 8 9 10
"3748" "DPSCF303748" 413 9 0 14 6 0 7
"3749" "DPSCF303749" 413 40 17 17 16 17 19
"3750" "DPSCF303750" 413 37 18 11 15 26 10
"3751" "DPSCF303751" 413 16 6 6 17 6 37
"3752" "DPSCF303752" 412 3 1 0 0 2 2
"3753" "DPSCF303753" 412 37 18 10.5 17 18 9
"3754" "DPSCF303754" 412 34 15 12 23 20 54
"3755" "DPSCF303755" 412 16 7 7 13 2 14
"3756" "DPSCF303756" 412 0 0 0 0 0 0
"3757" "DPSCF303757" 412 29 20 23 23 20 12
"3758" "DPSCF303758" 412 40 23 28 15 26 13
