# Species	Genes	Alg.-Conn.	bombyx_refseq_proteins_accession.fa	Dp_OGS2_prots.fas
2	2	1	XP_004927296.1	DPOGS216096
2	3	0.333	XP_004927297.1,XP_004927298.1	DPOGS216097
2	2	1	XP_004927300.1	DPOGS208435
2	2	1	XP_004927301.1	DPOGS216095
2	2	1	XP_004927302.1	DPOGS216133
2	2	1	XP_004927304.1	DPOGS216135
2	2	1	XP_004927305.1	DPOGS216128
2	2	1	XP_004927306.1	DPOGS216127
2	2	1	XP_004927308.1	DPOGS214694
2	2	1	XP_004927309.1	DPOGS214695
2	2	1	XP_004927311.1	DPOGS214770
2	2	1	XP_004927312.1	DPOGS214696
2	2	1	XP_004927313.1	DPOGS213440
2	2	1	XP_004927316.1	DPOGS211472
2	2	1	XP_004927318.1	DPOGS211543
2	2	1	XP_004927321.1	DPOGS201656
2	2	1	XP_004927322.1	DPOGS211550
2	2	1	XP_004927325.1	DPOGS213368
2	5	0.2	XP_004927327.1,XP_004927330.1,XP_004927329.1,XP_004927328.1	DPOGS203536
2	2	1	XP_004927331.1	DPOGS203537
2	2	1	XP_004927334.1	DPOGS213369
2	2	1	XP_004927335.1	DPOGS213393
2	2	1	XP_004927337.1	DPOGS203531
2	2	1	XP_004927340.1	DPOGS201916
2	2	1	XP_004927342.1	DPOGS200587
2	2	1	XP_004927346.1	DPOGS215353
2	2	1	XP_004927347.1	DPOGS200585
2	2	1	XP_004927348.1	DPOGS215363
2	2	1	XP_004927349.1	DPOGS210596
2	2	1	XP_004927351.1	DPOGS210597
2	2	1	XP_004927358.1	DPOGS201106
2	2	1	XP_004927359.1	DPOGS201125
2	2	1	XP_004927361.1	DPOGS207714
2	2	1	XP_004927365.1	DPOGS207851
2	2	1	XP_004927366.1	DPOGS207852
2	2	1	XP_004927370.1	DPOGS207854
2	2	1	XP_004927371.1	DPOGS207855
2	2	1	XP_004927372.1	DPOGS207711
2	2	1	XP_004927373.1	DPOGS207709
2	2	1	XP_004927376.1	DPOGS207712
2	2	1	XP_004927377.1	DPOGS207710
2	2	1	XP_004927378.1	DPOGS209564
2	2	1	XP_004927382.1	DPOGS212658
2	2	1	XP_004927383.1	DPOGS212667
2	3	0.333	XP_004927384.1	DPOGS201102,DPOGS201101
2	2	1	XP_004927387.1	DPOGS201100
2	2	1	XP_004927388.1	DPOGS209895
2	2	1	XP_004927389.1	DPOGS209898
2	2	1	XP_004927390.1	DPOGS209902
2	2	1	XP_004927391.1	DPOGS209890
2	2	1	XP_004927392.1	DPOGS209889
2	2	1	XP_004927394.1	DPOGS209901
2	2	1	XP_004927395.1	DPOGS209891
2	2	1	XP_004927396.1	DPOGS212380
2	2	1	XP_004927397.1	DPOGS212378
2	2	1	XP_004927399.1	DPOGS212340
2	3	0.333	XP_004927400.1,XP_004927401.1	DPOGS212339
2	2	1	XP_004927402.1	DPOGS212338
2	3	0.333	XP_004927405.1,XP_004927406.1	DPOGS212377
2	2	1	XP_004927408.1	DPOGS212337
2	2	1	XP_004927410.1	DPOGS212343
2	2	1	XP_004927411.1	DPOGS212368
2	2	1	XP_004927412.1	DPOGS207573
2	2	1	XP_004927438.1	DPOGS206539
2	2	1	XP_004927439.1	DPOGS206541
2	2	1	XP_004927440.1	DPOGS206543
2	2	1	XP_004927441.1	DPOGS206538
2	2	1	XP_004927442.1	DPOGS206544
2	2	1	XP_004927445.1	DPOGS211495
2	2	1	XP_004927446.1	DPOGS211530
2	2	1	XP_004927448.1	DPOGS214999
2	2	1	XP_004927449.1	DPOGS204618
2	2	1	XP_004927450.1	DPOGS201587
2	2	1	XP_004927453.1	DPOGS215485
2	2	1	XP_004927454.1	DPOGS212472
2	2	1	XP_004927456.1	DPOGS215484
2	2	1	XP_004927457.1	DPOGS215465
2	3	0.333	XP_004927459.1,XP_004927460.1	DPOGS209046
2	2	1	XP_004927461.1	DPOGS209047
2	2	1	XP_004927462.1	DPOGS209048
2	2	1	XP_004927463.1	DPOGS209040
2	2	1	XP_004927464.1	DPOGS209050
2	2	1	XP_004927465.1	DPOGS209039
2	2	1	XP_004927466.1	DPOGS205219
2	2	1	XP_004927470.1	DPOGS207672
2	2	1	XP_004927473.1	DPOGS215272
2	2	1	XP_004927474.1	DPOGS215276
2	2	1	XP_004927477.1	DPOGS215273
2	2	1	XP_004927478.1	DPOGS215274
2	2	1	XP_004927480.1	DPOGS200262
2	2	1	XP_004927481.1	DPOGS200260
2	2	1	XP_004927483.1	DPOGS200379
2	2	1	XP_004927484.1	DPOGS200261
2	2	1	XP_004927489.1	DPOGS209342
2	2	1	XP_004927491.1	DPOGS211619
2	2	1	XP_004927493.1	DPOGS209143
2	5	0.166	XP_004927494.1,XP_004927498.1,XP_004927497.1	DPOGS209146,DPOGS209145
2	2	1	XP_004927495.1	DPOGS203233
2	2	1	XP_004927499.1	DPOGS209194
2	2	1	XP_004927500.1	DPOGS209692
2	2	1	XP_004927503.1	DPOGS209703
2	2	1	XP_004927505.1	DPOGS203225
2	2	1	XP_004927506.1	DPOGS203138
2	2	1	XP_004927507.1	DPOGS203228
2	2	1	XP_004927508.1	DPOGS203229
2	2	1	XP_004927511.1	DPOGS203140
2	3	0.333	XP_004927512.1	DPOGS203227,DPOGS203226
2	2	1	XP_004927513.1	DPOGS203137
2	2	1	XP_004927517.1	DPOGS208139
2	2	1	XP_004927519.1	DPOGS206528
2	2	1	XP_004927521.1	DPOGS206529
2	2	1	XP_004927522.1	DPOGS206551
2	2	1	XP_004927523.1	DPOGS206533
2	2	1	XP_004927524.1	DPOGS204550
2	3	0.333	XP_004927525.1	DPOGS204538,DPOGS204537
2	4	0.25	XP_004927529.1,XP_004927531.1,XP_004927530.1	DPOGS204966
2	2	1	XP_004927534.1	DPOGS200201
2	2	1	XP_004927535.1	DPOGS204965
2	2	1	XP_004927537.1	DPOGS215175
2	2	1	XP_004927540.1	DPOGS212672
2	2	1	XP_004927541.1	DPOGS212671
2	2	1	XP_004927542.1	DPOGS212660
2	2	1	XP_004927543.1	DPOGS214059
2	2	1	XP_004927544.1	DPOGS215407
2	2	1	XP_004927545.1	DPOGS215386
2	2	1	XP_004927547.1	DPOGS215406
2	2	1	XP_004927561.1	DPOGS205239
2	2	1	XP_004927563.1	DPOGS205828
2	2	1	XP_004927564.1	DPOGS215826
2	2	1	XP_004927565.1	DPOGS208425
2	2	1	XP_004927569.1	DPOGS213843
2	5	0.2	XP_004927573.1,XP_004927576.1,XP_004927575.1,XP_004927574.1	DPOGS209074
2	2	1	XP_004927577.1	DPOGS209080
2	2	1	XP_004927578.1	DPOGS209079
2	2	1	XP_004927579.1	DPOGS212793
2	2	1	XP_004927580.1	DPOGS203309
2	2	1	XP_004927585.1	DPOGS201635
2	2	1	XP_004927586.1	DPOGS205238
2	2	1	XP_004927587.1	DPOGS209479
2	2	1	XP_004927588.1	DPOGS204670
2	2	1	XP_004927589.1	DPOGS201725
2	2	1	XP_004927591.1	DPOGS201726
2	2	1	XP_004927592.1	DPOGS205345
2	2	1	XP_004927594.1	DPOGS205355
2	2	1	XP_004927595.1	DPOGS205348
2	2	1	XP_004927596.1	DPOGS206536
2	2	1	XP_004927598.1	DPOGS206549
2	2	1	XP_004927599.1	DPOGS206552
2	2	1	XP_004927600.1	DPOGS206532
2	2	1	XP_004927602.1	DPOGS203050
2	2	1	XP_004927604.1	DPOGS203048
2	2	1	XP_004927605.1	DPOGS203044
2	2	1	XP_004927607.1	DPOGS210612
2	2	1	XP_004927608.1	DPOGS215362
2	2	1	XP_004927609.1	DPOGS215108
2	3	0.333	XP_004927612.1,XP_004927613.1	DPOGS213441
2	2	1	XP_004927614.1	DPOGS205354
2	2	1	XP_004927615.1	DPOGS203917
2	2	1	XP_004927617.1	DPOGS205347
2	2	1	XP_004927618.1	DPOGS205051
2	2	1	XP_004927619.1	DPOGS214877
2	2	1	XP_004927622.1	DPOGS215534
2	2	1	XP_004927623.1	DPOGS215555
2	2	1	XP_004927624.1	DPOGS215535
2	2	1	XP_004927625.1	DPOGS215554
2	2	1	XP_004927626.1	DPOGS215553
2	2	1	XP_004927628.1	DPOGS203280
2	2	1	XP_004927630.1	DPOGS215483
2	2	1	XP_004927631.1	DPOGS206936
2	2	1	XP_004927633.1	DPOGS206978
2	2	1	XP_004927635.1	DPOGS210609
2	2	1	XP_004927636.1	DPOGS210608
2	2	1	XP_004927637.1	DPOGS210601
2	2	1	XP_004927638.1	DPOGS210607
2	7	0.286	XP_004927639.1,XP_004927643.1,XP_004927642.1,XP_004927641.1,XP_004927640.1	DPOGS210604,DPOGS210603
2	2	1	XP_004927644.1	DPOGS210606
2	3	0.333	XP_004927647.1,XP_004927648.1	DPOGS215524
2	2	1	XP_004927649.1	DPOGS215520
2	2	1	XP_004927650.1	DPOGS215525
2	2	1	XP_004927651.1	DPOGS215518
2	2	1	XP_004927652.1	DPOGS208544
2	3	0.333	XP_004927654.1,XP_004927655.1	DPOGS212703
2	2	1	XP_004927658.1	DPOGS212763
2	2	1	XP_004927664.1	DPOGS214341
2	2	1	XP_004927665.1	DPOGS203157
2	2	1	XP_004927667.1	DPOGS208634
2	2	1	XP_004927669.1	DPOGS212675
2	2	1	XP_004927672.1	DPOGS212676
2	2	1	XP_004927673.1	DPOGS209871
2	2	1	XP_004927674.1	DPOGS214693
2	2	1	XP_004927675.1	DPOGS214773
2	2	1	XP_004927676.1	DPOGS214692
2	2	1	XP_004927677.1	DPOGS207845
2	2	1	XP_004927678.1	DPOGS214190
2	2	1	XP_004927679.1	DPOGS214188
2	2	1	XP_004927681.1	DPOGS212423
2	2	1	XP_004927682.1	DPOGS214189
2	2	1	XP_004927684.1	DPOGS214978
2	2	1	XP_004927685.1	DPOGS215005
2	2	1	XP_004927686.1	DPOGS214998
2	2	1	XP_004927687.1	DPOGS208149
2	2	1	XP_004927696.1	DPOGS202718
2	2	1	XP_004927699.1	DPOGS207595
2	2	1	XP_004927706.1	DPOGS201600
2	2	1	XP_004927710.1	DPOGS201108
2	2	1	XP_004927719.1	DPOGS213303
2	2	1	XP_004927727.1	DPOGS200837
2	2	1	XP_004927730.1	DPOGS204482
2	2	1	XP_004927732.1	DPOGS215968
2	2	1	XP_004927733.1	DPOGS216020
2	2	1	XP_004927734.1	DPOGS215960
2	2	1	XP_004927735.1	DPOGS215959
2	2	1	XP_004927736.1	DPOGS215958
2	2	1	XP_004927739.1	DPOGS215955
2	2	1	XP_004927740.1	DPOGS216021
2	2	1	XP_004927741.1	DPOGS216023
2	2	1	XP_004927742.1	DPOGS210282
2	2	1	XP_004927743.1	DPOGS211902
2	2	1	XP_004927744.1	DPOGS211904
2	2	1	XP_004927745.1	DPOGS211906
2	2	1	XP_004927746.1	DPOGS211918
2	4	0.25	XP_004927747.1,XP_004927749.1,XP_004927748.1	DPOGS211917
2	3	0.333	XP_004927750.1,XP_004927751.1	DPOGS211907
2	2	1	XP_004927752.1	DPOGS211914
2	2	1	XP_004927753.1	DPOGS211909
2	2	1	XP_004927754.1	DPOGS211912
2	2	1	XP_004927756.1	DPOGS200756
2	2	1	XP_004927758.1	DPOGS200711
2	2	1	XP_004927759.1	DPOGS200715
2	2	1	XP_004927760.1	DPOGS200716
2	2	1	XP_004927761.1	DPOGS200718
2	2	1	XP_004927762.1	DPOGS200719
2	2	1	XP_004927763.1	DPOGS200743
2	2	1	XP_004927764.1	DPOGS200741
2	2	1	XP_004927766.1	DPOGS200739
2	2	1	XP_004927767.1	DPOGS200737
2	3	0.333	XP_004927768.1,XP_004927769.1	DPOGS200726
2	2	1	XP_004927770.1	DPOGS200736
2	2	1	XP_004927771.1	DPOGS200728
2	2	1	XP_004927772.1	DPOGS200734
2	2	1	XP_004927774.1	DPOGS200730
2	3	0.333	XP_004927775.1,XP_004927776.1	DPOGS205679
2	2	1	XP_004927777.1	DPOGS205618
2	2	1	XP_004927779.1	DPOGS205677
2	3	0.333	XP_004927780.1,XP_004927781.1	DPOGS205678
2	2	1	XP_004927782.1	DPOGS205673
2	2	1	XP_004927784.1	DPOGS205621
2	2	1	XP_004927785.1	DPOGS205669
2	2	1	XP_004927786.1	DPOGS205668
2	2	1	XP_004927787.1	DPOGS205667
2	4	0.25	XP_004927788.1,XP_004927790.1,XP_004927789.1	DPOGS205666
2	2	1	XP_004927791.1	DPOGS205625
2	2	1	XP_004927792.1	DPOGS205665
2	2	1	XP_004927793.1	DPOGS205626
2	2	1	XP_004927794.1	DPOGS205627
2	2	1	XP_004927795.1	DPOGS205630
2	2	1	XP_004927796.1	DPOGS205664
2	2	1	XP_004927797.1	DPOGS205662
2	2	1	XP_004927798.1	DPOGS205661
2	2	1	XP_004927799.1	DPOGS205633
2	2	1	XP_004927801.1	DPOGS205658
2	2	1	XP_004927803.1	DPOGS205634
2	2	1	XP_004927804.1	DPOGS205635
2	2	1	XP_004927805.1	DPOGS205656
2	2	1	XP_004927807.1	DPOGS205637
2	4	0.146	XP_004927808.1,XP_004927809.1	DPOGS205641,DPOGS205642
2	3	0.333	XP_004927810.1,XP_004927811.1	DPOGS205644
2	2	1	XP_004927815.1	DPOGS212201
2	2	1	XP_004927816.1	DPOGS212210
2	2	1	XP_004927817.1	DPOGS212200
2	2	1	XP_004927818.1	DPOGS212213
2	2	1	XP_004927819.1	DPOGS212196
2	2	1	XP_004927820.1	DPOGS205156
2	2	1	XP_004927822.1	DPOGS211894
2	3	0.333	XP_004927827.1	DPOGS211896,DPOGS207641
2	2	1	XP_004927828.1	DPOGS211899
2	2	1	XP_004927829.1	DPOGS211926
2	2	1	XP_004927830.1	DPOGS211900
2	2	1	XP_004927831.1	DPOGS207468
2	2	1	XP_004927832.1	DPOGS215989
2	2	1	XP_004927833.1	DPOGS215995
2	2	1	XP_004927834.1	DPOGS215990
2	2	1	XP_004927835.1	DPOGS215991
2	3	0.333	XP_004927837.1,XP_004934119.1	DPOGS207464
2	2	1	XP_004927838.1	DPOGS213269
2	2	1	XP_004927839.1	DPOGS207484
2	2	1	XP_004927840.1	DPOGS207445
2	2	1	XP_004927841.1	DPOGS205619
2	2	1	XP_004927846.1	DPOGS207446
2	2	1	XP_004927848.1	DPOGS207447
2	2	1	XP_004927849.1	DPOGS207482
2	3	0.333	XP_004927850.1,XP_004927851.1	DPOGS207448
2	2	1	XP_004927852.1	DPOGS207449
2	2	1	XP_004927853.1	DPOGS207480
2	2	1	XP_004927854.1	DPOGS207453
2	2	1	XP_004927855.1	DPOGS207454
2	3	0.333	XP_004927856.1,XP_004927857.1	DPOGS207455
2	3	0.333	XP_004927859.1,XP_004927860.1	DPOGS207462
2	2	1	XP_004927861.1	DPOGS207463
2	2	1	XP_004927862.1	DPOGS207470
2	2	1	XP_004927863.1	DPOGS216011
2	2	1	XP_004927865.1	DPOGS215975
2	2	1	XP_004927866.1	DPOGS216009
2	2	1	XP_004927867.1	DPOGS216010
2	2	1	XP_004927868.1	DPOGS215977
2	2	1	XP_004927869.1	DPOGS216007
2	2	1	XP_004927871.1	DPOGS216005
2	2	1	XP_004927872.1	DPOGS215978
2	2	1	XP_004927873.1	DPOGS215980
2	3	0.333	XP_004927874.1,XP_004927875.1	DPOGS215981
2	3	0.333	XP_004927876.1,XP_004927877.1	DPOGS216003
2	2	1	XP_004927879.1	DPOGS215999
2	2	1	XP_004927881.1	DPOGS215997
2	2	1	XP_004927882.1	DPOGS215986
2	2	1	XP_004927883.1	DPOGS215987
2	2	1	XP_004927884.1	DPOGS215996
2	2	1	XP_004927885.1	DPOGS215972
2	2	1	XP_004927886.1	DPOGS211979
2	2	1	XP_004927887.1	DPOGS211980
2	2	1	XP_004927888.1	DPOGS216013
2	2	1	XP_004927889.1	DPOGS211845
2	2	1	XP_004927890.1	DPOGS211977
2	2	1	XP_004927891.1	DPOGS211844
2	2	1	XP_004927892.1	DPOGS211847
2	2	1	XP_004927893.1	DPOGS211976
2	4	0.25	XP_004927894.1,XP_004927896.1,XP_004927895.1	DPOGS211975
2	3	0.333	XP_004927897.1,XP_004927898.1	DPOGS211848
2	2	1	XP_004927899.1	DPOGS211851
2	2	1	XP_004927901.1	DPOGS211853
2	2	1	XP_004927902.1	DPOGS211857
2	4	0.25	XP_004927904.1,XP_004927906.1,XP_004927905.1	DPOGS211967
2	2	1	XP_004927907.1	DPOGS211861
2	2	1	XP_004927909.1	DPOGS211863
2	2	1	XP_004927911.1	DPOGS211865
2	3	0.333	XP_004927912.1,XP_004927913.1	DPOGS211864
2	3	0.333	XP_004927914.1,XP_004927915.1	DPOGS211958
2	2	1	XP_004927916.1	DPOGS211956
2	2	1	XP_004927917.1	DPOGS211867
2	2	1	XP_004927918.1	DPOGS211952
2	2	1	XP_004927919.1	DPOGS211951
2	2	1	XP_004927920.1	DPOGS211870
2	2	1	XP_004927923.1	DPOGS211950
2	2	1	XP_004927924.1	DPOGS211948
2	2	1	XP_004927925.1	DPOGS211947
2	2	1	XP_004927926.1	DPOGS211946
2	2	1	XP_004927927.1	DPOGS211875
2	2	1	XP_004927928.1	DPOGS211876
2	2	1	XP_004927929.1	DPOGS211877
2	2	1	XP_004927930.1	DPOGS211878
2	2	1	XP_004927931.1	DPOGS211879
2	2	1	XP_004927932.1	DPOGS211943
2	2	1	XP_004927933.1	DPOGS211880
2	2	1	XP_004927936.1	DPOGS211884
2	2	1	XP_004927937.1	DPOGS211885
2	2	1	XP_004927938.1	DPOGS211888
2	2	1	XP_004927939.1	DPOGS211892
2	4	0.25	XP_004927940.1,XP_004934321.1,XP_004927944.1	DPOGS211936
2	3	0.333	XP_004927942.1,XP_004927943.1	DPOGS211938
2	2	1	XP_004927946.1	DPOGS211935
2	2	1	XP_004927947.1	DPOGS205158
2	3	0.333	XP_004927948.1,XP_004927949.1	DPOGS205159
2	3	0.333	XP_004927953.1,XP_004927954.1	DPOGS205184
2	3	0.333	XP_004927955.1,XP_004927956.1	DPOGS205164
2	2	1	XP_004927960.1	DPOGS205180
2	2	1	XP_004927961.1	DPOGS205178
2	2	1	XP_004927962.1	DPOGS205179
2	2	1	XP_004927963.1	DPOGS205177
2	2	1	XP_004927964.1	DPOGS205173
2	2	1	XP_004927965.1	DPOGS202042
2	2	1	XP_004927966.1	DPOGS202041
2	4	0.146	XP_004927968.1,XP_004928105.1	DPOGS214443,DPOGS202039
2	2	1	XP_004927970.1	DPOGS202043
2	2	1	XP_004927971.1	DPOGS202044
2	2	1	XP_004927972.1	DPOGS202034
2	2	1	XP_004927973.1	DPOGS202658
2	4	0.25	XP_004927974.1,XP_004927976.1,XP_004927975.1	DPOGS202656
2	2	1	XP_004927978.1	DPOGS202648
2	3	0.333	XP_004927979.1,XP_004927980.1	DPOGS202670
2	2	1	XP_004927981.1	DPOGS202671
2	2	1	XP_004927982.1	DPOGS202647
2	2	1	XP_004927984.1	DPOGS202676
2	2	1	XP_004927985.1	DPOGS202644
2	2	1	XP_004927986.1	DPOGS202637
2	2	1	XP_004927987.1	DPOGS204750
2	2	1	XP_004927988.1	DPOGS215967
2	2	1	XP_004927991.1	DPOGS216017
2	2	1	XP_004927994.1	DPOGS215957
2	2	1	XP_004927998.1	DPOGS214781
2	2	1	XP_004927999.1	DPOGS214688
2	2	1	XP_004928000.1	DPOGS211903
2	2	1	XP_004928001.1	DPOGS211920
2	2	1	XP_004928002.1	DPOGS211908
2	2	1	XP_004928006.1	DPOGS200714
2	2	1	XP_004928011.1	DPOGS200717
2	2	1	XP_004928012.1	DPOGS200745
2	2	1	XP_004928013.1	DPOGS200722
2	2	1	XP_004928014.1	DPOGS200738
2	2	1	XP_004928015.1	DPOGS200725
2	2	1	XP_004928016.1	DPOGS200727
2	2	1	XP_004928017.1	DPOGS200731
2	2	1	XP_004928019.1	DPOGS205681
2	2	1	XP_004928020.1	DPOGS205614
2	2	1	XP_004928021.1	DPOGS205616
2	2	1	XP_004928022.1	DPOGS205617
2	2	1	XP_004928023.1	DPOGS205676
2	2	1	XP_004928024.1	DPOGS205663
2	2	1	XP_004928025.1	DPOGS205632
2	2	1	XP_004928027.1	DPOGS205636
2	2	1	XP_004928028.1	DPOGS205638
2	2	1	XP_004928029.1	DPOGS205507
2	2	1	XP_004928030.1	DPOGS214784
2	2	1	XP_004928031.1	DPOGS214783
2	2	1	XP_004928032.1	DPOGS214687
2	2	1	XP_004928033.1	DPOGS211901
2	2	1	XP_004928034.1	DPOGS212209
2	2	1	XP_004928035.1	DPOGS212197
2	2	1	XP_004928036.1	DPOGS212195
2	2	1	XP_004928038.1	DPOGS211928
2	2	1	XP_004928039.1	DPOGS211898
2	2	1	XP_004928041.1	DPOGS212208
2	2	1	XP_004928042.1	DPOGS212207
2	2	1	XP_004928043.1	DPOGS207466
2	2	1	XP_004928045.1	DPOGS207465
2	2	1	XP_004928046.1	DPOGS207469
2	2	1	XP_004928047.1	DPOGS215992
2	2	1	XP_004928048.1	DPOGS213275
2	2	1	XP_004928049.1	DPOGS213274
2	2	1	XP_004928050.1	DPOGS213271
2	2	1	XP_004928051.1	DPOGS213273
2	2	1	XP_004928053.1	DPOGS207479
2	2	1	XP_004928054.1	DPOGS207451
2	2	1	XP_004928055.1	DPOGS207452
2	2	1	XP_004928057.1	DPOGS207477
2	2	1	XP_004928058.1	DPOGS207476
2	2	1	XP_004928060.1	DPOGS207459
2	2	1	XP_004928063.1	DPOGS215971
2	2	1	XP_004928066.1	DPOGS211974
2	2	1	XP_004928067.1	DPOGS211850
2	2	1	XP_004928068.1	DPOGS211852
2	2	1	XP_004928069.1	DPOGS211854
2	2	1	XP_004928074.1	DPOGS211960
2	2	1	XP_004928075.1	DPOGS211954
2	2	1	XP_004928076.1	DPOGS211953
2	2	1	XP_004928077.1	DPOGS211869
2	2	1	XP_004928078.1	DPOGS211949
2	2	1	XP_004928079.1	DPOGS211873
2	2	1	XP_004928080.1	DPOGS211874
2	2	1	XP_004928082.1	DPOGS209116
2	2	1	XP_004928083.1	DPOGS211881
2	2	1	XP_004928085.1	DPOGS211883
2	2	1	XP_004928086.1	DPOGS211941
2	2	1	XP_004928088.1	DPOGS212960
2	2	1	XP_004928089.1	DPOGS206310
2	2	1	XP_004928091.1	DPOGS211939
2	2	1	XP_004928097.1	DPOGS205186
2	2	1	XP_004928100.1	DPOGS205166
2	2	1	XP_004928102.1	DPOGS205170
2	2	1	XP_004928103.1	DPOGS205176
2	2	1	XP_004928104.1	DPOGS205172
2	2	1	XP_004928106.1	DPOGS202047
2	2	1	XP_004928107.1	DPOGS202033
2	2	1	XP_004928108.1	DPOGS202048
2	2	1	XP_004928110.1	DPOGS202050
2	2	1	XP_004928112.1	DPOGS202661
2	2	1	XP_004928113.1	DPOGS202657
2	2	1	XP_004928114.1	DPOGS202663
2	2	1	XP_004928115.1	DPOGS202654
2	2	1	XP_004928116.1	DPOGS202665
2	2	1	XP_004928117.1	DPOGS202650
2	2	1	XP_004928119.1	DPOGS202669
2	2	1	XP_004928120.1	DPOGS202675
2	2	1	XP_004928121.1	DPOGS202643
2	2	1	XP_004928122.1	DPOGS202674
2	2	1	XP_004928124.1	DPOGS202640
2	2	1	XP_004928125.1	DPOGS202678
2	2	1	XP_004928126.1	DPOGS202638
2	2	1	XP_004928127.1	DPOGS202680
2	2	1	XP_004928129.1	DPOGS204773
2	2	1	XP_004928130.1	DPOGS204774
2	2	1	XP_004928132.1	DPOGS210401
2	2	1	XP_004928133.1	DPOGS210402
2	2	1	XP_004928134.1	DPOGS210018
2	4	0.25	XP_004928135.1,XP_004928137.1,XP_004928136.1	DPOGS210015
2	4	0.25	XP_004928138.1,XP_004928140.1,XP_004928139.1	DPOGS210004
2	2	1	XP_004928141.1	DPOGS210005
2	2	1	XP_004928142.1	DPOGS210012
2	2	1	XP_004928143.1	DPOGS210010
2	2	1	XP_004928145.1	DPOGS210008
2	2	1	XP_004928146.1	DPOGS210009
2	2	1	XP_004928147.1	DPOGS205463
2	2	1	XP_004928150.1	DPOGS205478
2	2	1	XP_004928151.1	DPOGS205458
2	2	1	XP_004928152.1	DPOGS205483
2	2	1	XP_004928154.1	DPOGS205486
2	2	1	XP_004928155.1	DPOGS205487
2	2	1	XP_004928159.1	DPOGS205489
2	2	1	XP_004928161.1	DPOGS205454
2	2	1	XP_004928162.1	DPOGS205453
2	2	1	XP_004928163.1	DPOGS205492
2	2	1	XP_004928164.1	DPOGS205493
2	3	0.333	XP_004928165.1,XP_004928166.1	DPOGS205451
2	2	1	XP_004928167.1	DPOGS202565
2	2	1	XP_004928168.1	DPOGS202569
2	2	1	XP_004928169.1	DPOGS202564
2	2	1	XP_004928170.1	DPOGS202570
2	2	1	XP_004928171.1	DPOGS202707
2	2	1	XP_004928172.1	DPOGS202721
2	2	1	XP_004928173.1	DPOGS202722
2	2	1	XP_004928174.1	DPOGS202706
2	2	1	XP_004928175.1	DPOGS202705
2	2	1	XP_004928176.1	DPOGS202723
2	2	1	XP_004928179.1	DPOGS200227
2	3	0.333	XP_004928180.1,XP_004928181.1	DPOGS200222
2	2	1	XP_004928183.1	DPOGS205484
2	2	1	XP_004928186.1	DPOGS205470
2	2	1	XP_004928187.1	DPOGS205472
2	3	0.333	XP_004928188.1,XP_004928189.1	DPOGS205469
2	4	0.25	XP_004928190.1,XP_004928192.1,XP_004928191.1	DPOGS205474
2	2	1	XP_004928195.1	DPOGS208528
2	3	0.333	XP_004928196.1,XP_004928197.1	DPOGS208526
2	2	1	XP_004928198.1	DPOGS208508
2	2	1	XP_004928199.1	DPOGS208509
2	2	1	XP_004928200.1	DPOGS208514
2	2	1	XP_004928201.1	DPOGS208522
2	2	1	XP_004928202.1	DPOGS208521
2	2	1	XP_004928204.1	DPOGS208520
2	3	0.333	XP_004928205.1,XP_004928206.1	DPOGS208519
2	2	1	XP_004928207.1	DPOGS211372
2	3	0.333	XP_004928209.1,XP_004928210.1	DPOGS211371
2	2	1	XP_004928211.1	DPOGS211353
2	3	0.333	XP_004928213.1,XP_004928214.1	DPOGS211338
2	2	1	XP_004928215.1	DPOGS211366
2	2	1	XP_004928216.1	DPOGS211340
2	2	1	XP_004928217.1	DPOGS211341
2	2	1	XP_004928219.1	DPOGS211342
2	2	1	XP_004928220.1	DPOGS211344
2	2	1	XP_004928221.1	DPOGS211347
2	2	1	XP_004928222.1	DPOGS211351
2	2	1	XP_004928223.1	DPOGS211363
2	2	1	XP_004928224.1	DPOGS211354
2	2	1	XP_004928225.1	DPOGS211355
2	4	0.25	XP_004928226.1,XP_004928228.1,XP_004928227.1	DPOGS211362
2	2	1	XP_004928229.1	DPOGS207881
2	2	1	XP_004928230.1	DPOGS207879
2	3	0.333	XP_004928231.1,XP_004928233.1	DPOGS207885
2	2	1	XP_004928236.1	DPOGS207876
2	2	1	XP_004928237.1	DPOGS207886
2	2	1	XP_004928239.1	DPOGS207875
2	2	1	XP_004928240.1	DPOGS207888
2	2	1	XP_004928241.1	DPOGS207890
2	3	0.333	XP_004928242.1,XP_004928243.1	DPOGS207891
2	2	1	XP_004928246.1	DPOGS207868
2	2	1	XP_004928248.1	DPOGS207866
2	3	0.333	XP_004928249.1,XP_004928250.1	DPOGS207865
2	2	1	XP_004928253.1	DPOGS206652
2	2	1	XP_004928255.1	DPOGS206649
2	2	1	XP_004928257.1	DPOGS206662
2	2	1	XP_004928264.1	DPOGS206645
2	2	1	XP_004928265.1	DPOGS206664
2	2	1	XP_004928266.1	DPOGS206644
2	2	1	XP_004928267.1	DPOGS206642
2	2	1	XP_004928268.1	DPOGS206666
2	2	1	XP_004928270.1	DPOGS206667
2	2	1	XP_004928271.1	DPOGS206668
2	2	1	XP_004928272.1	DPOGS206635
2	3	0.333	XP_004928273.1,XP_004928274.1	DPOGS206634
2	2	1	XP_004928275.1	DPOGS206630
2	2	1	XP_004928276.1	DPOGS206670
2	2	1	XP_004928277.1	DPOGS206628
2	2	1	XP_004928279.1	DPOGS206627
